uuid,work_id,work_level,work_name,school,player,tutor
Table12_233,69733,三等奖,基于中医药大数据的基层医疗机构中医诊疗决策云平台,常熟理工学院,李非凡、杨木俊、甘婷,董瑞志、金鸥阳
Table12_234,69740,二等奖,《过门笺》,南京晓庄学院,王艺舒、陈鹏宇、李旭辉、李飞、董越,赵延彪
Table12_235,69742,三等奖,《别赋》,南京晓庄学院,芮沁、卢喜平、金震洋,赵彦彪
Table12_236,69756,三等奖,基于微信小程序的老年人健康管理系统,营口理工学院,王英玺、苟建泽、王然,李付学
Table12_237,69759,三等奖,基于人群搜索算法的多电机协同控制仿真器,营口理工学院,张佩璇、徐俊达、任学鹏,李忠峰
Table12_238,69766,三等奖,神奇的大气压,营口理工学院,苏阳、高禄爽、严晓婷,谭广雷
Table12_239,69770,三等奖,涧莺啼,营口理工学院,汪文博、刘学佳、张成阳,张祯、李付学
Table12_240,69852,二等奖,多传感器信息融合和大数据分析的智慧艾灸系统,江苏科技大学张家港,刘禄辰、吕明昊、袁慧,田会峰、张其亮
Table12_241,69930,三等奖,基于机器视觉与大数据分析的云端智联河流生态保护系统,江苏科技大学苏州理工学院,凌政、吴宝磊、刘滋然,刘乾、田会峰
Table12_242,69931,三等奖,基于大数据分析和边云协同的智慧路灯系统,江苏科技大学苏州理工学院,徐杰、施奉君、杨浩宇,田会峰、卢冶
Table12_243,69933,一等奖,拾遗,南京医科大学,唐依宁、孙汉垚、徐芊昊,胡晓雯、刘潋
Table12_244,69934,一等奖,幽兰静绽 水磨传馨,南京医科大学,孙汉垚、姚晟昊、钱子凌、唐依宁、邓彧,施广楠、胡晓雯
Table12_245,69935,三等奖,《等风来》,华侨大学,颜殿钰、侯东方、吴炜,郭艳梅、钟丽
Table12_246,69936,二等奖,基于随机森林的非小细胞肺癌临床大数据预后分析与可视化平台,南京医科大学,董乙人、张祎泠、宋文煜,王富强、张汝阳
Table13_247,69938,一等奖,走近丹顶鹤,南京医科大学,谷越、冯雨萱、宋昱颖、王一、赵冠杰,丁贵鹏、胡晓雯
Table13_248,69939,一等奖,比比皆数学,南京医科大学,周岁清、邓彧、于孟池,胡晓雯、王富强
Table13_249,69942,一等奖,永春篾香,华侨大学,周子怡、张婷玉、谢雨竹,郭艳梅、黄志浩
Table13_250,69944,三等奖,提线木偶,华侨大学,王慧、刘野、黄永清、安越,郭艳梅、黄志浩
Table13_251,69953,三等奖,认识计算机病毒,广东第二师范学院,张雨琳、叶子菁、胡文涛,姜永生、张菲菲
Table13_252,69955,三等奖,数据分析之中位数与众数,广东第二师范学院,罗莹、苏小蝶,王俊欢
Table13_253,69983,二等奖,基于物联网的居家康复系统,南京医科大学,尹思梦、邹晓伟、黎一铄,刘宾、向文涛
Table13_254,69988,三等奖,儿童 AR 立体图书《星际之旅》,华侨大学,李宛亭、陈亚男,萧宗志
Table13_255,70008,三等奖,SupriotCloud 物联网平台,华侨大学,曹子昱、杜振博、李佳煜,陈祖希、骆翔宇
Table13_256,70017,三等奖,COVID-19 数据可视化,华侨大学,谢佳宸、林恭瑜、殷昊,洪欣
Table13_257,70019,二等奖,车易行—基于深度学习的车辆检测与车道偏离预警系统,华侨大学,范帅迪、崔宸玮、张雨琪,范文涛
Table13_258,70025,三等奖,趣话中药,华侨大学,朱可韵、杨雁荣,萧宗志
Table13_259,70029,二等奖,食野之殇,华侨大学,燕冉、廖雯霞,萧宗志
Table13_260,70052,三等奖,陌上君子,华侨大学,杜芳云、黄合慧、杨泓琳,萧宗志
Table13_261,70054,二等奖,龙行天下·九子之歌,华侨大学,武若晖、武扬博、邢玮,萧宗志
Table13_262,70077,三等奖,清的楼·沈阳故宫,辽宁科技大学,韩红、王旭,王琼
Table13_263,70083,二等奖,敦暮图录,辽宁科技大学,杜留亚,王琼
Table13_264,70087,三等奖,皮影戏——龙宫取宝,辽宁科技大学,王畅,马奔
Table13_265,70106,三等奖,不老梦,华侨大学,武若晖、沈四君、梅奥琳,萧宗志
Table13_266,70156,二等奖,羽集,常州大学,刘璇、赵婷、王心怡,徐子懿、顾峰豪
Table13_267,70190,二等奖,平移的世界,广东第二师范学院,邹卓辉、陈丽妍、王跃玲,姜永生、杨彩如
Table13_268,70192,三等奖,iBird,江苏科技大学,刘野、瞿晶祥、杨雪莹,温大勇、秦键
Table13_269,70206,二等奖,基于视觉传感的钢板余料再生产系统,江苏科技大学,惠蒀铭、徐功平、刘宇,江登表、石亮
Table13_270,70210,二等奖,基于深度学习的智慧菜场系统,江苏科技大学,龚凯杰、朱钦峰、宋久哲,秦键、周园
Table13_271,70211,三等奖,基于 AIoT 的睡眠呼吸暂停患者预警系统,江苏科技大学,卞泽华、吴津瑶、谢志丹,张笑非
Table13_272,70214,二等奖,哲学家进餐问题-进程同步,江苏科技大学,郭艳、王佳银、吴津瑶,景国良、段先华
Table14_273,70216,二等奖,RBlong:基于图像识别的垃圾分类先行者,江苏科技大学,李翠锋、靳艺伦、张东博,张明、王艳
Table14_274,70217,三等奖,CS 小课堂——TCP 三报文握手,江苏科技大学,李翠锋、蔡婷、申佳佳,温大勇、朱娟
Table14_275,70221,二等奖,云上蓝警,江苏科技大学,李锦浩、陈群、顾洁,刘嘎琼、严熙
Table14_276,70234,二等奖,看见统计,南京医科大学,匡远、徐湘妍玉、吴菁祎,易洪刚、赵杨
Table14_277,70236,三等奖,基于警务大数据的警情地址识别与分类,南京森林警察学院,毕志杰、王丹宏、李效峪,邱明月、王新猛
Table14_278,70237,三等奖,小轩窗—品味中华文化之美,苏州大学文正学院,李其腾、严钰,王辉
Table14_279,70244,二等奖,临床试验安全性数据的可视化,南京医科大学,吴雅倩、崔翔、王湘,柏建岭、杨晟
Table14_280,70245,三等奖,金银花 Honeysuckle,南京医科大学,AshutoshNayak、 AadyaSingh、陈乐延、张名仪、陈瑾瑜,杜笑秋、陈梦卿
Table14_281,70254,一等奖,基于网络的单细胞测序结果分析可视化,南京医科大学,祁缘、孟娟、楚天瑶,林雪、邵娇芳
Table14_282,70259,二等奖,基于步态识别的人员流动分析系统,江苏科技大学张家港,江芳、王新硕、陆佳怡,卢冶、白素琴
Table14_283,70267,三等奖,时光沙漏中的中国古建筑,三明学院,詹莹莹、吕诗雨、陈烨,张欣宇、原佳丽
Table14_284,70272,三等奖,Big Code 相似度度量分析研究,江苏师范大学,蔺疆旭、钱程、王梦琦,谢春丽
Table14_285,70273,二等奖,基于区块链和物联网的云资产管理平台,内蒙古大学,黄姚佳、侯佩昕、崔泽源,崔波
Table14_286,70274,三等奖,音乐大师,内蒙古大学,刘昱琨、洪昕宇、董静钰,崔波
Table14_287,70276,三等奖,基于目标检测与文本分析的多模态垃圾分类识别系统,内蒙古大学,杨涵、崔泽源、庞婧,张学良
Table14_288,70277,三等奖,蜂研,江苏师范大学,刘子乐、段央、张卓筠,杨成
Table14_289,70280,二等奖,鹦鹉识别,南京森林警察学院,夏凡、李静、陈薇、范英轩、姚佳蓉,刘昌景、邱明月
Table14_290,70288,三等奖,全国招聘信息数据可视化平台,湖北工程学院新技术学院,纪慎思、岳瑞、潘仁,王维虎
Table14_291,70291,一等奖,基于多源异构数据融合的公共交通智能分析系统,南京航空航天大学,蔡月啸、崔明暄、狄文杰,赵蕴龙
Table14_292,70294,三等奖,戏说鼠年,辽宁师范大学,刘昕琪、李惠婷、吴旭,褚芸芸、刘丹
Table14_293,70297,三等奖,基于机器学习的人脸表情识别系统,江苏师范大学,孙磊、陈秀芳、洪庆成,谢春丽
Table14_294,70307,三等奖,又闻白局泠然音,南京大学金陵学院,霍璐、董蕊、何江川、顾中杰,蒋晓艳
Table15_295,70309,一等奖,东有敦煌,南京大学金陵学院,黄建涛、侯文鑫、李洪波、董馨谣、薛微,郭静
Table15_296,70311,二等奖,岁朝后宫百态,华侨大学,戴晓芬、刘育汝、徐硕,萧宗志
Table15_297,70315,二等奖,循技刻史,南京大学金陵学院,马雨辰、楼羿池、戴雨轩、冯成璐,蒋晓艳
Table15_298,70338,一等奖,基于 RFID 的智能防盗系统,河海大学,沈俊儒、戴宇晗、李昭斌,黄平
Table15_299,70339,二等奖,基于深度学习的新冠肺炎辅助诊断系统,河海大学,余彰恒、牛潞东、沙海潮,胡鹤轩
Table15_300,70352,二等奖,疫苗的人体之旅,南京医科大学,江一航、刘悦晨、涂昱宇,金玉翠、李凌云
Table15_301,70356,三等奖,超重与失重,辽宁师范大学,杜佩珂、王钰毓,王晶、张楠
Table15_302,70366,三等奖,正弦定理,泰州学院,张伟杰、王菲、周鸿,华程、杨琴
Table15_303,70368,三等奖,《渔家傲·秋思》,泰州学院,周彩蝶、陈玮卿、苏美芳,胡吉星、牛海坤
Table15_304,70377,一等奖,徐州非物质文化遗产烙馍,三江学院,戴文辉、葛嘉辰、路涵君、王世珍,沈洵、蔡志锋
Table15_305,70382,二等奖,昆山之玉，川流不息,南京大学,白雪童、卜云帆、黄馨柔、戴静怡,许莉莉、陶烨
Table15_306,70383,三等奖,宠物陪伴机器人控制系统,南京大学,李承勉、谢子尧、易梦军,张洁、金莹
Table15_307,70386,三等奖,文艺复兴的“小世界”,南京大学,谭昕煜、张盈瑄,邓三鸿、张莉
Table15_308,70390,二等奖,C 程序相似度检测系统,南京航空航天大学,柴华溢、金玥、郭世祺,高航
Table15_309,70391,三等奖,枫叶,南京航空航天大学,都柯宇,朱敏、邹春然
Table15_310,70399,三等奖,耕者网——三农智慧平台,湖北工程学院新技术学院,王澳、胡松松、来焱群,丁洁、王维虎
Table15_311,70400,三等奖,鸟的一生,沈阳大学,蒲新宇,赵宏伟
Table15_312,70407,三等奖,新冠肺炎智能辅助筛查系统的研发,沈阳大学,王博文、张伟、申子安,霍焱
Table15_313,70408,二等奖,我叹浮世清欢尽，只望今朝凤凰来,沈阳大学,肖雨琪、潘冰夷、郑琳,张莉娜
Table15_314,70410,三等奖,《小括号的混合运算》,沈阳大学,杜梦怡、杨慧杰、马露露,苑海燕
Table15_315,70418,二等奖,数字音效处理器,武昌工学院,雷毛头、王鑫涛、程贤,游波
Table15_316,70419,三等奖,面向智慧医疗的无接触注射系统设计,沈阳大学,张瑞峰、潘宇、韩莹莹,李丹
Table15_317,70420,二等奖,古诗赏析《鸟鸣涧》,沈阳大学,盖永晶、秦语、崔双双,苑海燕
Table15_318,70430,二等奖,掌识天下,沈阳大学,曲荣峰、李晶涛,吴微
Table16_319,70433,三等奖,沈阳市城市规划社会经济信息云管理平台,沈阳大学,孙悦、吴志巧,赵亚南
Table16_320,70435,二等奖,集中化运维监控平台,华南农业大学,刘平聪、黎卓明、李宇峰,蔡贤资、岑冠军
Table16_321,70436,三等奖,数字城市移动数据可视化展现,沈阳大学,蒲新宇,秦凯
Table16_322,70443,二等奖,智能垃圾分类助手,东莞理工学院城市学院,李志杰、黄德兴、梁伟怡,王浩亮、王丽莉
Table16_323,70446,三等奖,朝天宫,南京传媒学院,姜媛,宋燕燕、段红秀
Table16_324,70448,二等奖,微视频分析,南京森林警察学院,陈瑞鹏、刘鑫、綦梯彤,王新猛、邱明月
Table16_325,70451,三等奖,胡曼与啾啾鸟,南通大学杏林学院,李璇、周成瑞、陈腾辉、陶滋洋,张茜、顾春风
Table16_326,70457,三等奖,镇江这座城,江苏大学,吕立元、金涛、承凯、廖智慧、邓妙春,孟翔、王弓
Table16_327,70462,三等奖,十二生肖与纹样,南京航空航天大学金城学院,季媛、毕春珊、董潇英、毕玉,徐永顺、司静
Table16_328,70464,二等奖,基于深度学习的农作物病害在线识别与咨询平台,仲恺农业工程学院,邱梓涛、王景华、林金翼,郑建华、吴南生
Table16_329,70467,二等奖,基于 Echart 的广东省特色产业数据可视化平台,仲恺农业工程学院,黄峰源、陈泽珊、黄秋盛,郑建华、刘双印
Table16_330,70468,三等奖,基于 VGG-19 混合迁移学习模型的番茄叶子病害检测系统,仲恺农业工程学院,陈钇焓、陈沛鑫、陈永灏,史婷婷、徐龙琴
Table16_331,70474,三等奖,智慧农业云服务平台,仲恺农业工程学院,陈敏新、黄慈锋、韦瑞麒,曹亮、徐龙琴
Table16_332,70491,三等奖,Cloud Experiment,沈阳农业大学,李金翰、郭芷维、李欣雅,徐静
Table16_333,70495,三等奖,种质资源圃管理系统,沈阳农业大学,常鑫鹏、王芷芯、李亚楠,周云成、许童羽
Table16_334,70498,三等奖,山有木兮,淮阴师范学院,余恬、李怡霏、殷慧敏、张宁、闫晶晶,单永军
Table16_335,70500,三等奖,时间规划局,沈阳农业大学,杨飞扬、张佳杰、陶俊奕,栗庆吉
Table16_336,70509,二等奖,月相变化,沈阳农业大学,赵璐、孙佳星、刘宣岐,江红霞、王兴阳
Table16_337,70515,三等奖,杨花落尽子规啼,沈阳农业大学,宋尚群、史策、周冰冰,左树强、刘占文
Table16_338,70518,三等奖,农业气象环境监测站,沈阳农业大学,毕镇鹏、杨皓翔、刘玮,于丰华
Table16_339,70519,三等奖,智农云监测,沈阳农业大学,赵嘉智、焦浩然、娄艺,潘飞、任幸
Table16_340,70521,三等奖,非遗传韵，守于云端,沈阳农业大学,林海龙、陈琢、梁光福,姜凤利
Table17_341,70522,三等奖,火速出山,沈阳农业大学,刘昊天、李楠、相爽,袁堃
Table17_342,70524,三等奖,山河无恙??人间有情,沈阳农业大学,王佩佩、孙嘉忆、那子怡,杨萍
Table17_343,70525,三等奖,满面,沈阳农业大学,王春宇,苏畅、江红霞
Table17_344,70526,二等奖,汉韵,沈阳农业大学,李上,苏畅、侯阳
Table17_345,70529,三等奖,汉韵霓裳,沈阳农业大学,张嘉诚、周贝雪来,苏畅、侯阳
Table17_346,70531,三等奖,涅槃：工业废墟到文化堡垒—本溪湖工业遗址改造方案,沈阳农业大学,杨璐,苏畅、侯阳
Table17_347,70536,三等奖,承茗纪,沈阳农业大学,黄影妮、赵欣冉、邹涵、雷炜亮,袁玲、李竹林
Table17_348,70537,三等奖,起源之城-沈阳故宫,沈阳农业大学,周文汉、周雨頔、姜雪芹、夏郡聪、周天睿,江红霞、王兴阳
Table17_349,70546,三等奖,莆仙戏餐具,三明学院,卓丽萍、吴丽婵,张欣宇、王涛
Table17_350,70547,三等奖,三坊七巷阅读夹,三明学院,孙丽钗、谢婷婷,张欣宇、原佳丽
Table17_351,70549,二等奖,基于树莓派的实验室智能巡检小车,东北林业大学,田恩源、王旭昊,孙海龙
Table17_352,70558,二等奖,基于深度学习的无人驾驶智能车设计,东北林业大学,吕健、杨振奎、王鹏,孙海龙
Table17_353,70573,三等奖,林业可视化数据平台,东北林业大学,林开敏、孟庆春、李希文,李丹、穆丽新
Table17_354,70593,三等奖,“竹走墨韵，书留文香”—文具套装,辽宁师范大学,孙彤、李欣炎、王亦凡,孙洪亮、乔冬
Table17_355,70594,三等奖,“云染纹彩，海蕴吉祥”——儿童成长衣柜,辽宁师范大学,李悦心、岳鑫佳、林艺宁,孙洪亮、乔冬
Table17_356,70639,三等奖,起点迎新-利用大数据和深度学习技术的新生智能报到系统,大连科技学院,张师翰、唐梓翔、唐一,罗佳伟、孙建言
Table17_357,70645,三等奖,基于人工智能的迎宾与统计平台,大连科技学院,杨雪飞、黄文波、程佳俊,赵容、路旭明
Table17_358,70650,三等奖,《行路难》,大连科技学院,闵秋月、徐懿、张鑫宇,薄瑜、何丹丹
Table17_359,70666,三等奖,校康助手,广东白云学院,陈丽萍、莫江钊、李聪源,张义龙、陈成高
Table17_360,70669,二等奖,基于智能巡航机器人的淡水养殖管理系统,五邑大学,欧涛、侯飞龙、张晓童,张京玲、王天雷
Table17_361,70671,三等奖,无人机关键技术及应用,五邑大学,张俊亮、蒋润锦、黄芝育,翟懿奎、王颖馨
Table17_362,70690,三等奖,几何的艺术,湖北第二师范学院,江梦晗、周玥、黄超,熊思、杨鹤
Table17_363,70693,三等奖,厉兵秣马，夏荷待放,大连工业大学,王月琮、王君,彭健钧、闫俊
Table17_364,70696,二等奖,柳琴戏,大连工业大学,周杨、李臻、薛勇、倪嘉璐、刘澳,康丽
Table18_365,70703,三等奖,黑小差,大连工业大学,胡博文,修旭
